INFO | 2025-08-09 14:19:01,149 | __main__ | 配置前参数：{'model': 'hunyuan-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '兰政鹏是谁'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': False, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:40:39,790 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:40:39,790 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:40:40,924 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
INFO | 2025-08-09 15:40:41,359 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:40:41,360 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:40:42,485 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
INFO | 2025-08-09 15:40:43,449 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:40:43,450 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:40:44,573 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
INFO | 2025-08-09 15:45:40,323 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:45:40,324 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:45:40,909 | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/chat/completions "HTTP/1.1 400 Bad Request"
INFO | 2025-08-09 15:45:41,335 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:45:41,335 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:45:41,833 | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/chat/completions "HTTP/1.1 400 Bad Request"
INFO | 2025-08-09 15:45:42,779 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:45:42,780 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:45:43,376 | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/chat/completions "HTTP/1.1 400 Bad Request"
